resultId;number;grid;position;positionText;positionOrder;points;laps;fastestLap;rank;fastestLapTime;fastestLapSpeed;raceId;driverId;constructorId;statusId
1;22;1;1;1;1;10.0;58;39;2;1:27.452;218.300;18;1;1;1
2;3;5;2;2;2;8.0;58;41;3;1:27.739;217.586;18;2;2;1
3;7;7;3;3;3;6.0;58;41;5;1:28.090;216.719;18;3;3;1
4;5;11;4;4;4;5.0;58;58;7;1:28.603;215.464;18;4;4;1
5;23;3;5;5;5;4.0;58;43;1;1:27.418;218.385;18;5;1;1
6;8;13;6;6;6;3.0;57;50;14;1:29.639;212.974;18;6;3;11
7;14;17;7;7;7;2.0;55;22;12;1:29.534;213.224;18;7;5;5
8;1;15;8;8;8;1.0;53;20;4;1:27.903;217.180;18;8;6;5
9;4;2;0;R;9;0.0;47;15;9;1:28.753;215.100;18;9;2;4
10;12;18;0;R;10;0.0;43;23;13;1:29.558;213.166;18;10;7;3
11;18;19;0;R;11;0.0;32;24;15;1:30.892;210.038;18;11;8;7
12;6;20;0;R;12;0.0;30;20;16;1:31.384;208.907;18;12;4;8
13;2;4;0;R;13;0.0;29;23;6;1:28.175;216.510;18;13;6;5
14;9;8;0;R;14;0.0;25;21;11;1:29.502;213.300;18;14;9;4
15;11;6;0;R;15;0.0;19;18;10;1:29.310;213.758;18;15;7;10
16;20;22;0;R;16;0.0;8;8;17;1:32.021;207.461;18;16;10;9
17;10;14;0;R;17;0.0;0;\N;\N;\N;\N;18;17;9;4
18;16;12;0;R;18;0.0;0;\N;\N;\N;\N;18;18;11;4
19;19;21;0;R;19;0.0;0;\N;\N;\N;\N;18;19;8;4
20;15;9;0;R;20;0.0;0;\N;\N;\N;\N;18;20;5;4
21;21;16;0;R;21;0.0;0;\N;\N;\N;\N;18;21;10;4
22;17;10;0;D;22;0.0;58;44;8;1:28.736;215.141;18;22;11;2
23;1;2;1;1;1;10.0;56;37;2;1:35.405;209.158;19;8;6;1
24;4;4;2;2;2;8.0;56;39;6;1:35.921;208.033;19;9;2;1
25;23;8;3;3;3;6.0;56;19;7;1:35.922;208.031;19;5;1;1
26;11;3;4;4;4;5.0;56;53;8;1:36.068;207.715;19;15;7;1
27;22;9;5;5;5;4.0;56;53;3;1:35.462;209.033;19;1;1;1
28;3;5;6;6;6;3.0;56;55;1;1:35.366;209.244;19;2;2;1
29;10;6;7;7;7;2.0;56;53;12;1:36.696;206.366;19;17;9;1
30;5;7;8;8;8;1.0;56;40;10;1:36.288;207.240;19;4;4;1
31;9;12;9;9;9;0.0;56;55;9;1:36.206;207.417;19;14;9;1
32;16;11;10;10;10;0.0;56;56;4;1:35.715;208.481;19;18;11;1
33;6;13;11;11;11;0.0;56;52;15;1:36.956;205.812;19;12;4;1
34;21;17;12;12;12;0.0;55;52;16;1:36.962;205.800;19;21;10;11
35;17;14;13;13;13;0.0;55;55;11;1:36.693;206.372;19;22;11;11
36;7;16;14;14;14;0.0;55;55;13;1:36.782;206.182;19;3;3;11
37;19;21;15;15;15;0.0;55;55;18;1:38.171;203.265;19;19;8;11
38;18;19;16;16;16;0.0;54;53;19;1:38.504;202.578;19;11;8;12
39;8;22;17;17;17;0.0;54;19;17;1:37.711;204.222;19;6;3;12
40;15;15;0;R;18;0.0;39;37;14;1:36.870;205.995;19;20;5;5
41;2;1;0;R;19;0.0;30;15;5;1:35.914;208.048;19;13;6;20
42;20;20;0;R;20;0.0;5;3;20;1:40.330;198.891;19;16;10;9
43;12;10;0;R;21;0.0;1;\N;\N;\N;\N;19;10;7;4
44;14;18;0;R;22;0.0;0;\N;\N;\N;\N;19;7;5;20
45;2;2;1;1;1;10.0;57;38;3;1:33.600;208.153;20;13;6;1
46;1;4;2;2;2;8.0;57;35;4;1:33.709;207.911;20;8;6;1
47;4;1;3;3;3;6.0;57;55;5;1:33.775;207.765;20;9;2;1
48;3;6;4;4;4;5.0;57;48;2;1:33.565;208.231;20;2;2;1
49;23;5;5;5;5;4.0;57;49;1;1:33.193;209.062;20;5;1;1
50;11;7;6;6;6;3.0;57;45;7;1:34.204;206.819;20;15;7;1
51;10;11;7;7;7;2.0;57;51;8;1:34.305;206.597;20;17;9;1
52;7;8;8;8;8;1.0;57;57;6;1:34.072;207.109;20;3;3;1
53;12;13;9;9;9;0.0;57;56;9;1:34.807;205.503;20;10;7;1
54;5;10;10;10;10;0.0;57;35;13;1:35.194;204.668;20;4;4;1
55;17;12;11;11;11;0.0;57;40;10;1:34.855;205.399;20;22;11;1
56;21;18;12;12;12;0.0;56;56;11;1:35.057;204.963;20;21;10;11
57;22;3;13;13;13;0.0;56;25;19;1:35.520;203.969;20;1;1;11
58;8;16;14;14;14;0.0;56;30;17;1:35.433;204.155;20;6;3;11
59;14;15;15;15;15;0.0;56;33;15;1:35.333;204.369;20;7;5;11
60;19;21;16;16;16;0.0;56;45;14;1:35.324;204.389;20;19;8;11
61;18;22;17;17;17;0.0;56;56;20;1:35.891;203.180;20;11;8;11
62;9;17;18;18;18;0.0;56;43;16;1:35.351;204.331;20;14;9;11
63;20;20;19;19;19;0.0;56;55;18;1:35.442;204.136;20;16;10;12
64;6;14;0;R;20;0.0;40;31;12;1:35.129;204.808;20;12;4;6
65;16;9;0;R;21;0.0;19;11;21;1:36.125;202.686;20;18;11;4
66;15;19;0;R;22;0.0;0;\N;\N;\N;\N;20;20;5;5
67;1;1;1;1;1;10.0;66;46;1;1:21.670;205.191;21;8;6;1
68;2;3;2;2;2;8.0;66;45;2;1:21.801;204.863;21;13;6;1
69;22;5;3;3;3;6.0;66;20;3;1:22.017;204.323;21;1;1;1
70;4;4;4;4;4;5.0;66;20;4;1:22.106;204.102;21;9;2;1
71;10;7;5;5;5;4.0;66;19;8;1:22.564;202.969;21;17;9;1
72;16;13;6;6;6;3.0;66;66;5;1:22.353;203.489;21;18;11;1
73;8;12;7;7;7;2.0;66;48;15;1:23.549;200.576;21;6;3;1
74;11;8;8;8;8;1.0;66;45;10;1:22.758;202.494;21;15;7;1
75;3;9;9;9;9;0.0;66;21;7;1:22.519;203.080;21;2;2;1
76;21;19;10;10;10;0.0;65;40;14;1:23.439;200.841;21;21;10;11
77;12;14;11;11;11;0.0;65;57;12;1:23.007;201.886;21;10;7;11
78;9;17;12;12;12;0.0;65;57;11;1:22.842;202.288;21;14;9;11
79;18;22;13;13;13;0.0;65;34;17;1:24.617;198.045;21;11;8;11
80;7;15;0;R;14;0.0;41;20;13;1:23.319;201.130;21;3;3;5
81;5;2;0;R;15;0.0;34;15;9;1:22.683;202.677;21;4;4;5
82;17;11;0;R;16;0.0;34;21;16;1:23.858;199.837;21;22;11;4
83;23;6;0;R;17;0.0;21;19;6;1:22.453;203.243;21;5;1;3
84;19;21;0;R;18;0.0;8;6;20;1:26.864;192.922;21;19;8;21
85;14;16;0;R;19;0.0;7;6;19;1:25.999;194.862;21;7;5;4
86;6;10;0;R;20;0.0;6;6;18;1:25.444;196.128;21;12;4;4
87;20;20;0;R;21;0.0;0;\N;\N;\N;\N;21;16;10;4
88;15;18;0;R;22;0.0;0;\N;\N;\N;\N;21;20;5;4
89;2;1;1;1;1;10.0;58;16;3;1:26.666;221.734;22;13;6;1
90;22;3;2;2;2;8.0;58;31;2;1:26.529;222.085;22;1;1;1
91;1;4;3;3;3;6.0;58;20;1;1:26.506;222.144;22;8;6;1
92;4;5;4;4;4;5.0;58;17;4;1:26.780;221.442;22;9;2;1
93;3;9;5;5;5;4.0;58;20;5;1:27.219;220.328;22;2;2;1
94;5;7;6;6;6;3.0;58;57;6;1:27.280;220.174;22;4;4;1
95;10;6;7;7;7;2.0;58;14;7;1:27.630;219.294;22;17;9;1
96;7;11;8;8;8;1.0;58;55;9;1:27.795;218.882;22;3;3;1
97;9;10;9;9;9;0.0;58;41;12;1:27.966;218.457;22;14;9;1
98;11;8;10;10;10;0.0;58;52;11;1:27.926;218.556;22;15;7;1
99;16;13;11;11;11;0.0;57;57;13;1:27.998;218.377;22;18;11;11
100;23;2;12;12;12;0.0;57;55;8;1:27.640;219.269;22;5;1;11
101;12;15;13;13;13;0.0;57;28;16;1:28.303;217.623;22;10;7;11
102;17;12;14;14;14;0.0;57;56;14;1:28.017;218.330;22;22;11;11
103;6;17;15;15;15;0.0;57;40;10;1:27.867;218.703;22;12;4;11
104;20;19;16;16;16;0.0;57;35;18;1:28.780;216.454;22;16;10;11
105;15;14;17;17;17;0.0;57;38;15;1:28.180;217.926;22;20;5;11
106;14;18;0;R;18;0.0;24;19;17;1:28.745;216.539;22;7;5;22
107;8;16;0;R;19;0.0;1;\N;\N;\N;\N;22;6;3;4
108;21;20;0;R;20;0.0;0;\N;\N;\N;\N;22;21;10;4
109;22;3;1;1;1;10.0;76;71;6;1:18.510;153.152;23;1;1;1
110;4;5;2;2;2;8.0;76;75;5;1:17.933;154.286;23;9;2;1
111;2;1;3;3;3;6.0;76;76;4;1:17.886;154.379;23;13;6;1
112;10;9;4;4;4;5.0;76;74;8;1:19.036;152.133;23;17;9;1
113;15;19;5;5;5;4.0;76;74;7;1:18.787;152.614;23;20;5;1
114;17;14;6;6;6;3.0;76;75;9;1:19.574;151.104;23;22;11;1
115;8;13;7;7;7;2.0;76;75;13;1:19.910;150.469;23;6;3;1
116;23;4;8;8;8;1.0;76;74;2;1:17.282;155.586;23;5;1;1
117;1;2;9;9;9;0.0;76;74;1;1:16.689;156.789;23;8;6;1
118;5;7;10;10;10;0.0;75;73;3;1:17.869;154.413;23;4;4;11
119;16;11;11;11;11;0.0;75;74;10;1:19.582;151.089;23;18;11;11
120;12;10;12;12;12;0.0;75;75;11;1:19.618;151.021;23;10;7;11
121;11;8;13;13;13;0.0;75;75;12;1:19.830;150.620;23;15;7;11
122;3;12;14;14;14;0.0;72;72;14;1:20.251;149.829;23;2;2;14
123;20;18;0;R;15;0.0;67;60;16;1:22.039;146.564;23;16;10;4
124;7;6;0;R;16;0.0;59;58;15;1:21.270;147.951;23;3;3;3
125;6;17;0;R;17;0.0;47;40;17;1:31.187;131.860;23;12;4;3
126;21;20;0;R;18;0.0;36;33;18;1:32.849;129.500;23;21;10;6
127;9;15;0;R;19;0.0;7;7;20;1:42.112;117.753;23;14;9;3
128;14;16;0;R;20;0.0;7;7;19;1:41.150;118.872;23;7;5;4
129;4;2;1;1;1;10.0;70;47;4;1:17.539;202.473;24;9;2;1
130;3;8;2;2;2;8.0;70;25;2;1:17.430;202.758;24;2;2;1
131;9;13;3;3;3;6.0;70;36;7;1:18.085;201.057;24;14;9;1
132;12;11;4;4;4;5.0;70;31;17;1:19.087;198.510;24;10;7;1
133;2;6;5;5;5;4.0;70;11;6;1:18.006;201.261;24;13;6;1
134;11;14;6;6;6;3.0;70;38;15;1:18.870;199.056;24;15;7;1
135;17;9;7;7;7;2.0;70;35;10;1:18.301;200.503;24;22;11;1
136;15;19;8;8;8;1.0;70;33;12;1:18.532;199.913;24;20;5;1
137;23;7;9;9;9;0.0;70;62;11;1:18.462;200.091;24;5;1;1
138;7;5;10;10;10;0.0;70;14;5;1:17.977;201.336;24;3;3;1
139;16;20;11;11;11;0.0;70;58;19;1:19.352;197.847;24;18;11;1
140;10;10;12;12;12;0.0;70;51;8;1:18.201;200.759;24;17;9;1
141;14;18;13;13;13;0.0;69;34;13;1:18.620;199.689;24;7;5;11
142;21;17;0;R;14;0.0;51;41;16;1:19.066;198.563;24;21;10;20
143;8;12;0;R;15;0.0;46;30;14;1:18.784;199.273;24;6;3;3
144;5;4;0;R;16;0.0;44;16;9;1:18.225;200.697;24;4;4;20
145;6;15;0;R;17;0.0;43;16;18;1:19.239;198.129;24;12;4;23
146;1;3;0;R;18;0.0;19;14;1;1:17.387;202.871;24;8;6;4
147;22;1;0;R;19;0.0;19;4;3;1:17.506;202.559;24;1;1;4
148;20;16;0;R;20;0.0;13;7;20;1:20.666;194.624;24;16;10;6
149;2;2;1;1;1;10.0;70;20;2;1:16.729;206.956;25;13;6;1
150;1;1;2;2;2;8.0;70;16;1;1:16.630;207.224;25;8;6;1
151;11;4;3;3;3;6.0;70;12;7;1:17.567;204.721;25;15;7;1
152;23;10;4;4;4;5.0;70;46;3;1:17.134;205.870;25;5;1;1
153;4;5;5;5;5;4.0;70;16;4;1:17.172;205.768;25;9;2;1
154;10;6;6;6;6;3.0;70;22;6;1:17.507;204.879;25;17;9;1
155;6;9;7;7;7;2.0;70;24;10;1:17.758;204.218;25;12;4;1
156;5;3;8;8;8;1.0;70;39;8;1:17.641;204.525;25;4;4;1
157;9;7;9;9;9;0.0;70;23;12;1:17.818;204.060;25;14;9;1
158;22;13;10;10;10;0.0;70;40;5;1:17.453;205.022;25;1;1;1
159;12;8;11;11;11;0.0;70;45;13;1:17.836;204.013;25;10;7;1
160;15;12;12;12;12;0.0;70;36;11;1:17.760;204.212;25;20;5;1
161;3;11;13;13;13;0.0;70;46;9;1:17.716;204.328;25;2;2;1
162;17;20;14;14;14;0.0;69;54;14;1:17.969;203.665;25;22;11;11
163;8;15;15;15;15;0.0;69;60;15;1:18.054;203.443;25;6;3;11
164;7;19;16;16;16;0.0;69;38;17;1:18.311;202.776;25;3;3;11
165;14;14;17;17;17;0.0;69;28;16;1:18.216;203.022;25;7;5;11
166;21;17;18;18;18;0.0;69;53;19;1:18.557;202.141;25;21;10;11
167;20;18;19;19;19;0.0;69;41;18;1:18.462;202.385;25;16;10;11
168;16;16;0;R;20;0.0;16;15;20;1:20.876;196.345;25;18;11;4
169;22;4;1;1;1;10.0;60;16;3;1:32.817;199.398;26;1;1;1
170;3;5;2;2;2;8.0;60;21;2;1:32.719;199.609;26;2;2;1
171;17;16;3;3;3;6.0;60;21;11;1:33.386;198.183;26;22;11;1
172;1;3;4;4;4;5.0;59;18;1;1:32.150;200.842;26;8;6;11
173;23;1;5;5;5;4.0;59;17;5;1:33.130;198.728;26;5;1;11
174;5;6;6;6;6;3.0;59;17;6;1:33.133;198.722;26;4;4;11
175;11;14;7;7;7;2.0;59;22;13;1:33.808;197.292;26;15;7;11
176;8;15;8;8;8;1.0;59;21;14;1:34.277;196.310;26;6;3;11
177;7;20;9;9;9;0.0;59;21;16;1:34.797;195.234;26;3;3;11
178;10;2;10;10;10;0.0;59;17;4;1:32.952;199.109;26;17;9;11
179;14;13;11;11;11;0.0;59;21;9;1:33.367;198.224;26;7;5;11
180;12;12;12;12;12;0.0;59;19;15;1:34.610;195.619;26;10;7;11
181;2;9;13;13;13;0.0;58;19;8;1:33.257;198.458;26;13;6;12
182;4;10;0;R;14;0.0;39;22;12;1:33.539;197.859;26;9;2;20
183;16;17;0;R;15;0.0;38;21;10;1:33.376;198.205;26;18;11;20
184;6;7;0;R;16;0.0;35;21;7;1:33.203;198.573;26;12;4;20
185;21;19;0;R;17;0.0;16;21;17;1:34.930;194.960;26;21;10;20
186;20;18;0;R;18;0.0;10;5;18;1:38.160;188.545;26;16;10;20
187;15;8;0;R;19;0.0;0;\N;\N;\N;\N;26;20;5;4
188;9;11;0;R;20;0.0;0;\N;\N;\N;\N;26;14;9;4
189;22;1;1;1;1;10.0;67;17;2;1:16.039;216.552;27;1;1;1
190;6;17;2;2;2;8.0;67;66;9;1:16.910;214.099;27;12;4;1
191;2;2;3;3;3;6.0;67;19;5;1:16.502;215.241;27;13;6;1
192;3;12;4;4;4;5.0;67;52;1;1:15.987;216.700;27;2;2;1
193;23;3;5;5;5;4.0;67;63;4;1:16.495;215.261;27;5;1;1
194;1;6;6;6;6;3.0;67;66;3;1:16.342;215.692;27;8;6;1
195;4;7;7;7;7;2.0;67;17;6;1:16.610;214.937;27;9;2;1
196;15;9;8;8;8;1.0;67;20;8;1:16.772;214.484;27;20;5;1
197;11;4;9;9;9;0.0;67;17;12;1:17.023;213.785;27;15;7;1
198;7;13;10;10;10;0.0;67;34;15;1:17.380;212.799;27;3;3;1
199;5;5;11;11;11;0.0;67;17;13;1:17.115;213.530;27;4;4;1
200;14;15;12;12;12;0.0;67;63;10;1:16.969;213.935;27;7;5;1
201;9;10;13;13;13;0.0;67;18;11;1:16.994;213.866;27;14;9;1
202;8;16;14;14;14;0.0;67;23;17;1:17.691;211.947;27;6;3;1
203;20;19;15;15;15;0.0;67;66;18;1:17.889;211.408;27;16;10;1
204;21;20;16;16;16;0.0;67;67;20;1:18.208;210.546;27;21;10;1
205;16;14;17;17;17;0.0;66;56;16;1:17.636;212.097;27;18;11;11
206;17;18;0;R;18;0.0;50;30;19;1:17.986;211.145;27;22;11;4
207;10;8;0;R;19;0.0;40;20;14;1:17.206;213.278;27;17;9;5
208;12;11;0;R;20;0.0;35;24;7;1:16.712;214.652;27;10;7;22
209;23;2;1;1;1;10.0;70;19;7;1:21.753;192.917;28;5;1;1
210;12;5;2;2;2;8.0;70;42;6;1:21.671;193.111;28;10;7;1
211;1;6;3;3;3;6.0;70;61;1;1:21.195;194.243;28;8;6;1
212;5;7;4;4;4;5.0;70;47;8;1:21.793;192.823;28;4;4;1
213;22;1;5;5;5;4.0;70;15;3;1:21.493;193.533;28;1;1;1
214;6;10;6;6;6;3.0;70;64;4;1:21.537;193.428;28;12;4;1
215;11;9;7;7;7;2.0;70;65;5;1:21.638;193.189;28;15;7;1
216;4;4;8;8;8;1.0;70;70;9;1:21.941;192.475;28;9;2;1
217;10;8;9;9;9;0.0;70;67;10;1:22.125;192.043;28;17;9;1
218;3;15;10;10;10;0.0;70;67;11;1:22.183;191.908;28;2;2;1
219;9;13;11;11;11;0.0;70;67;16;1:22.732;190.634;28;14;9;1
220;16;12;12;12;12;0.0;69;63;13;1:22.397;191.409;28;18;11;11
221;8;16;13;13;13;0.0;69;67;18;1:23.307;189.319;28;6;3;11
222;7;14;14;14;14;0.0;69;57;12;1:22.397;191.409;28;3;3;11
223;21;18;15;15;15;0.0;69;68;15;1:22.641;190.844;28;21;10;11
224;17;17;16;16;16;0.0;68;65;14;1:22.436;191.319;28;22;11;12
225;2;3;17;17;17;0.0;67;16;2;1:21.355;193.861;28;13;6;5
226;14;19;18;18;18;0.0;67;29;17;1:23.220;189.516;28;7;5;13
227;20;20;0;R;19;0.0;62;29;19;1:23.650;188.542;28;16;10;23
228;15;11;0;R;20;0.0;22;17;20;1:24.222;187.262;28;20;5;25
229;2;1;1;1;1;10.0;57;36;1;1:38.708;197.637;29;13;6;1
230;22;2;2;2;2;8.0;57;16;2;1:38.884;197.285;29;1;1;1
231;4;3;3;3;3;6.0;57;38;4;1:39.330;196.399;29;9;2;1
232;23;5;4;4;4;5.0;57;19;3;1:39.112;196.831;29;5;1;1
233;11;7;5;5;5;4.0;57;37;12;1:39.657;195.755;29;15;7;1
234;15;6;6;6;6;3.0;57;36;6;1:39.485;196.093;29;20;5;1
235;12;13;7;7;7;2.0;57;54;8;1:39.535;195.995;29;10;7;1
236;7;9;8;8;8;1.0;57;35;10;1:39.577;195.912;29;3;3;1
237;3;8;9;9;9;0.0;57;57;7;1:39.526;196.013;29;2;2;1
238;14;10;10;10;10;0.0;57;35;11;1:39.639;195.790;29;7;5;1
239;6;15;11;11;11;0.0;57;29;9;1:39.544;195.977;29;12;4;1
240;10;14;12;12;12;0.0;56;27;14;1:40.264;194.570;29;17;9;11
241;16;16;13;13;13;0.0;56;21;18;1:40.763;193.606;29;18;11;11
242;21;18;14;14;14;0.0;56;54;15;1:40.353;194.397;29;21;10;11
243;8;11;15;15;15;0.0;56;56;13;1:39.803;195.469;29;6;3;11
244;17;19;16;16;16;0.0;56;56;16;1:40.593;193.933;29;22;11;11
245;9;17;17;17;17;0.0;56;13;19;1:40.978;193.194;29;14;9;11
246;1;4;0;R;18;0.0;45;34;5;1:39.424;196.214;29;8;6;5
247;20;20;0;R;19;0.0;41;28;17;1:40.661;193.802;29;16;10;3
248;5;12;0;R;20;0.0;0;\N;\N;\N;\N;29;4;4;4
249;2;2;1;1;1;10.0;44;26;3;1:48.222;232.987;30;13;6;1
250;3;5;2;2;2;8.0;44;36;7;1:49.067;231.182;30;2;2;1
251;22;1;3;3;3;6.0;44;20;2;1:48.135;233.175;30;1;1;1
252;5;6;4;4;4;5.0;44;25;9;1:49.238;230.820;30;4;4;1
253;15;10;5;5;5;4.0;44;16;8;1:49.086;231.142;30;20;5;1
254;4;8;6;6;6;3.0;44;36;5;1:48.965;231.399;30;9;2;1
255;14;9;7;7;7;2.0;44;31;6;1:49.002;231.320;30;7;5;1
256;10;7;8;8;8;1.0;44;34;10;1:49.515;230.236;30;17;9;1
257;12;13;9;9;9;0.0;44;37;12;1:50.255;228.691;30;10;7;1
258;23;3;10;10;10;0.0;43;35;4;1:48.223;232.985;30;5;1;6
259;9;14;11;11;11;0.0;43;19;11;1:50.177;228.853;30;14;9;11
260;7;15;12;12;12;0.0;43;32;15;1:50.656;227.862;30;3;3;11
261;20;18;13;13;13;0.0;43;27;13;1:50.487;228.211;30;16;10;11
262;8;19;14;14;14;0.0;43;35;17;1:50.970;227.218;30;6;3;11
263;16;17;15;15;15;0.0;43;19;16;1:50.671;227.832;30;18;11;11
264;11;11;16;16;16;0.0;43;32;14;1:50.543;228.095;30;15;7;11
265;21;20;17;17;17;0.0;43;17;19;1:51.701;225.731;30;21;10;11
266;1;4;18;18;18;0.0;42;24;1;1:47.930;233.618;30;8;6;20
267;17;16;0;R;19;0.0;19;10;20;1:52.072;224.983;30;22;11;6
268;6;12;0;R;20;0.0;13;12;18;1:51.118;226.915;30;12;4;20
269;15;1;1;1;1;10.0;53;53;14;1:30.510;230.414;31;20;5;1
270;23;2;2;2;2;8.0;53;53;13;1:30.300;230.950;31;5;1;1
271;4;11;3;3;3;6.0;53;52;12;1:30.298;230.955;31;9;2;1
272;5;8;4;4;4;5.0;53;51;9;1:29.961;231.820;31;4;4;1
273;3;10;5;5;5;4.0;53;53;6;1:29.807;232.217;31;2;2;1
274;2;6;6;6;6;3.0;53;52;4;1:29.696;232.505;31;13;6;1
275;22;15;7;7;7;2.0;53;52;5;1:29.721;232.440;31;1;1;1
276;10;3;8;8;8;1.0;53;52;3;1:29.681;232.544;31;17;9;1
277;1;14;9;9;9;0.0;53;53;1;1:28.047;236.859;31;8;6;1
278;6;17;10;10;10;0.0;53;53;16;1:30.918;229.380;31;12;4;1
279;12;9;11;11;11;0.0;53;53;8;1:29.948;231.853;31;10;7;1
280;8;18;12;12;12;0.0;53;53;11;1:30.215;231.167;31;6;3;1
281;11;7;13;13;13;0.0;53;52;15;1:30.853;229.544;31;15;7;1
282;7;5;14;14;14;0.0;53;53;10;1:30.019;231.671;31;3;3;1
283;16;19;15;15;15;0.0;53;52;7;1:29.827;232.166;31;18;11;1
284;9;13;16;16;16;0.0;52;49;17;1:32.459;225.557;31;14;9;11
285;17;16;17;17;17;0.0;52;42;19;1:33.918;222.053;31;22;11;11
286;14;4;18;18;18;0.0;52;52;2;1:29.258;233.646;31;7;5;11
287;20;20;19;19;19;0.0;51;51;18;1:33.458;223.146;31;16;10;12
288;21;12;0;R;20;0.0;11;6;20;1:37.304;214.326;31;21;10;3
289;5;15;1;1;1;10.0;61;55;3;1:45.768;172.464;32;4;4;1
290;7;8;2;2;2;8.0;61;39;5;1:46.454;171.352;32;3;3;1
291;22;2;3;3;3;6.0;61;14;4;1:46.072;171.969;32;1;1;1
292;12;7;4;4;4;5.0;61;50;8;1:47.044;170.408;32;10;7;1
293;15;6;5;5;5;4.0;61;13;9;1:47.271;170.047;32;20;5;1
294;3;9;6;6;6;3.0;61;14;11;1:47.306;169.992;32;2;2;1
295;9;14;7;7;7;2.0;61;41;13;1:47.562;169.587;32;14;9;1
296;8;10;8;8;8;1.0;61;13;10;1:47.287;170.022;32;6;3;1
297;16;12;9;9;9;0.0;61;61;15;1:48.128;168.700;32;18;11;1
298;23;5;10;10;10;0.0;61;14;12;1:47.337;169.943;32;5;1;1
299;4;4;11;11;11;0.0;61;14;6;1:46.899;170.639;32;9;2;1
300;14;17;12;12;12;0.0;61;29;14;1:47.820;169.181;32;7;5;1
301;2;1;13;13;13;0.0;61;13;2;1:45.757;172.482;32;13;6;1
302;21;20;14;14;14;0.0;61;28;16;1:49.101;167.195;32;21;10;1
303;1;3;15;15;15;0.0;57;14;1;1:45.599;172.740;32;8;6;3
304;11;11;0;R;16;0.0;50;32;7;1:46.972;170.523;32;15;7;9
305;20;19;0;R;17;0.0;49;38;18;1:49.270;166.936;32;16;10;3
306;10;13;0;R;18;0.0;29;13;17;1:49.183;167.069;32;17;9;7
307;17;18;0;R;19;0.0;14;13;19;1:50.320;165.348;32;22;11;26
308;6;16;0;R;20;0.0;13;13;20;1:50.449;165.154;32;12;4;3
309;5;4;1;1;1;10.0;67;41;3;1:19.101;207.668;33;4;4;1
310;4;6;2;2;2;8.0;67;16;7;1:19.292;207.168;33;9;2;1
311;1;2;3;3;3;6.0;67;66;2;1:18.995;207.947;33;8;6;1
312;6;12;4;4;4;5.0;67;54;4;1:19.199;207.411;33;12;4;1
313;11;7;5;5;5;4.0;67;18;9;1:19.524;206.564;33;15;7;1
314;15;9;6;6;6;3.0;67;21;12;1:19.617;206.322;33;20;5;1
315;2;5;7;7;7;2.0;67;55;1;1:18.426;209.456;33;13;6;1
316;10;13;8;8;8;1.0;67;30;13;1:19.820;205.798;33;17;9;1
317;3;16;9;9;9;0.0;67;67;8;1:19.461;206.727;33;2;2;1
318;14;10;10;10;10;0.0;67;49;6;1:19.262;207.246;33;7;5;1
319;7;15;11;11;11;0.0;67;66;10;1:19.531;206.545;33;3;3;1
320;22;1;12;12;12;0.0;67;65;11;1:19.560;206.470;33;1;1;1
321;17;17;13;13;13;0.0;66;66;16;1:20.575;203.869;33;22;11;11
322;16;18;14;14;14;0.0;66;66;17;1:20.849;203.178;33;18;11;11
323;8;14;15;15;15;0.0;66;32;15;1:20.364;204.404;33;6;3;11
324;21;20;0;R;16;0.0;21;20;19;1:21.577;201.365;33;21;10;6
325;23;3;0;R;17;0.0;16;12;5;1:19.258;207.257;33;5;1;5
326;20;19;0;R;18;0.0;8;6;18;1:21.189;202.327;33;16;10;27
327;12;8;0;R;19;0.0;6;4;14;1:20.254;204.685;33;10;7;28
328;9;11;0;R;20;0.0;0;\N;\N;\N;\N;33;14;9;4
329;22;1;1;1;1;10.0;56;13;1;1:36.325;203.722;34;1;1;1
330;2;3;2;2;2;8.0;56;36;4;1:36.591;203.161;34;13;6;1
331;1;2;3;3;3;6.0;56;14;2;1:36.483;203.389;34;8;6;1
332;5;4;4;4;4;5.0;56;56;5;1:36.659;203.018;34;4;4;1
333;3;9;5;5;5;4.0;56;56;3;1:36.498;203.357;34;2;2;1
334;4;11;6;6;6;3.0;56;56;7;1:36.854;202.610;34;9;2;1
335;12;12;7;7;7;2.0;56;56;6;1:36.727;202.876;34;10;7;1
336;6;10;8;8;8;1.0;56;56;8;1:36.996;202.313;34;12;4;1
337;15;6;9;9;9;0.0;56;55;9;1:37.212;201.863;34;20;5;1
338;9;15;10;10;10;0.0;56;27;14;1:37.753;200.746;34;14;9;1
339;17;13;11;11;11;0.0;56;56;16;1:37.845;200.558;34;22;11;1
340;8;17;12;12;12;0.0;56;54;17;1:38.019;200.202;34;6;3;1
341;14;8;13;13;13;0.0;56;36;12;1:37.452;201.366;34;7;5;1
342;10;16;14;14;14;0.0;56;10;13;1:37.680;200.896;34;17;9;1
343;7;14;15;15;15;0.0;55;38;10;1:37.246;201.793;34;3;3;11
344;16;18;16;16;16;0.0;55;54;15;1:37.773;200.705;34;18;11;11
345;21;20;17;17;17;0.0;55;54;18;1:38.372;199.483;34;21;10;11
346;23;5;0;R;18;0.0;49;32;11;1:37.302;201.677;34;5;1;9
347;20;19;0;R;19;0.0;13;13;19;1:39.683;196.860;34;16;10;5
348;11;7;0;R;20;0.0;2;2;20;2:39.612;122.945;34;15;7;4
349;2;1;1;1;1;10.0;71;36;1;1:13.736;210.377;35;13;6;1
